year,age,female_pop,male_pop,total_pop,female_deaths,male_deaths,total_deaths
1986,63,1145689.85,992210.78,2137900.63,13857.36,21793.05,35650.41
1986,64,1170561.57,999784.92,2170346.49,14770.52,22730.39,37500.91
1986,65,1116748.27,939966.97,2056715.24,16155.76,24807.16,40962.92
1986,66,1057033.88,875701.09,1932734.97,17124.91,25637.47,42762.38
1986,67,1048085.17,854422.38,1902507.55,18144.09,26462.77,44606.86
1986,68,1001541.17,796620.58,1798161.75,18106.09,26491.78,44597.87
1986,69,990626.92,763092.02,1753718.94,19472.32,27771.25,47243.57
1986,70,938506.81,711556.26,1650063.07,20074.42,28165.4,48239.82
1986,71,914337.25,677714.21,1592051.46,21530.66,29496.89,51027.55
1986,72,870300.3,630363.05,1500663.35,23064.93,30835.38,53900.31
1986,73,834672.63,593080.16,1427752.79,24260.13,31578.66,55838.79
1986,74,819447.86,564524.15,1383972.01,25147.29,31914.78,57062.07
1986,75,775040.37,522428.7,1297469.07,26075.44,31357.58,57433.02
1986,76,724284.77,471431.35,1195716.12,27494.68,31902.77,59397.45
1986,77,685984.48,428749.68,1114734.16,28610.88,31239.54,59850.42
1986,78,637660.4,386152.56,1023812.96,28496.86,31013.44,59510.3
1986,79,598264.89,348458.49,946723.38,30251.16,30353.2,60604.36
1986,80,538990.87,300829.18,839820.05,30745.24,29034.72,59779.96
1986,81,490016.05,263356.17,753372.22,31042.29,27928.31,58970.6
1986,82,447554.62,230661.14,678215.76,31548.38,26394.75,57943.13
1986,83,409914.55,201846.35,611760.9,31643.39,24679.11,56322.5
1986,84,344438.6,162409.33,506847.93,31526.37,23153.55,54679.92
1986,85,346074.25,153611.47,499685.72,30155.14,20805.68,50960.82
1986,86,262813.63,114014.38,376828.01,31758.41,19785.3,51543.71
1986,87,249174.31,101117.47,350291.78,30071.13,17891.61,47962.74
1986,88,206050.66,81326.95,287377.61,27247.65,14901.5,42149.15
1986,89,183990.12,69280.08,253270.2,26119.46,13250.89,39370.35
1986,90,155131.31,56316.26,211447.57,24400.15,11798.36,36198.51
1986,91,125582.4,43987.22,169569.62,23096.93,10234.78,33331.71
1986,92,100522.43,33638.82,134161.25,20434.48,8635.19,29069.67
1986,93,81372.35,26085.63,107457.98,17492.98,6963.57,24456.55
1986,94,59534.53,18238.26,77772.79,15314.61,5673.09,20987.7
1986,95,45750.25,13496.79,59247.04,12215.08,4488.66,16703.74
1986,96,33987.42,9748.53,43735.95,9767.67,3296.22,13063.89
1986,97,24414.58,6686.89,31101.47,7742.32,2460.91,10203.23
1986,98,15565.74,4233.32,19799.06,5773.99,1762.65,7536.64
1986,99,10634.32,2712.14,13346.46,4043.69,1194.44,5238.13
1986,100,7133.87,1779.68,8913.55,2800.47,789.29,3589.76
1986,101,4802.46,1181.77,5984.23,1940.34,531.2,2471.54
1986,102,2905.29,691.53,3596.82,1383.24,371.14,1754.38
1986,103,1787.86,414.1,2201.96,900.16,222.09,1122.25
1986,104,1108.75,264.05,1372.8,540.1,128.04,668.14
1986,105,632.61,181.08,813.69,309.06,62.02,371.08
1986,106,325.69,104,429.69,189.04,49.02,238.06
1986,107,196.74,42.65,239.39,110.02,46.02,156.04
1986,108,116.7,33.76,150.46,57.01,10,67.01
1986,109,87.79,20.06,107.85,28,6,34
1986,110,161.55,49.06,210.61,76,27,103
1987,0,1807388.95,1894031.16,3701420.11,16905.76,22015.16,38920.92
1987,1,1758564.76,1842982.53,3601547.29,1310.21,1588.58,2898.79
1987,2,1731248.41,1813617.96,3544866.37,796.13,1108.41,1904.54
1987,3,1730933.3,1812519.43,3543452.73,616.1,854.32,1470.42
1987,4,1766208.13,1849981.25,3616189.38,486.08,671.25,1157.33
1987,5,1753132.25,1836118.57,3589250.82,433.07,606.22,1039.29
1987,6,1731148.24,1811856.71,3543004.95,344.06,537.2,881.26
1987,7,1704572.6,1783685.93,3488258.53,346.06,476.18,822.24
1987,8,1590528.58,1667939.41,3258467.99,333.06,473.17,806.23
1987,9,1650709.57,1735090.74,3385800.31,327.06,482.18,809.24
1987,10,1620401.41,1708620.51,3329021.92,301.05,472.18,773.23
1987,11,1576718.84,1656497.53,3233216.37,278.04,476.18,754.22
1987,12,1570210.71,1647760.06,3217970.77,283.04,493.18,776.22
1987,13,1586123.72,1659664.14,3245787.86,344.06,657.24,1001.3
1987,14,1659669.01,1739740.68,3399409.69,455.08,809.3,1264.38
1987,15,1794225.43,1883668.68,3677894.11,537.08,1189.44,1726.52
1987,16,1853362.62,1953633.36,3806995.98,837.14,1867.69,2704.83
1987,17,1837415.3,1941089.82,3778505.12,947.15,2483.92,3431.07
1987,18,1791670.56,1861640.02,3653310.58,1020.17,3002.11,4022.28
1987,19,1895578.96,1942999.21,3838578.17,1003.16,3148.16,4151.32
1987,20,1922125.89,1975462.92,3897588.81,950.16,3191.18,4141.34
1987,21,1964257.71,2021005.44,3985263.15,1039.17,3230.19,4269.36
1987,22,2018661.3,2071850.89,4090512.19,1007.16,3309.22,4316.38
1987,23,2068265.17,2108730.41,4176995.58,1143.18,3475.29,4618.47
1987,24,2141113.51,2175573.4,4316686.91,1153.18,3644.35,4797.53
1987,25,2175732.55,2201802.55,4377535.1,1283.2,3673.37,4956.57
1987,26,2179904.74,2190824.63,4370729.37,1353.22,3923.45,5276.67
1987,27,2185686.24,2195317.02,4381003.26,1433.24,3894.44,5327.68
1987,28,2091041.73,2093292.23,4184333.96,1522.24,4034.5,5556.74
1987,29,2275783.07,2285367.86,4561150.93,1565.26,4134.53,5699.79
1987,30,2201524.77,2193168.94,4394693.71,1671.27,4655.73,6327
1987,31,2101678.38,2083056.39,4184734.77,1795.3,4565.69,6360.99
1987,32,2074938,2051156.76,4126094.76,1776.29,4666.72,6443.01
1987,33,2020670.68,1979390.73,4000061.41,1799.29,4734.75,6534.04
1987,34,2022995.77,2003470.29,4026466.06,1955.32,4717.75,6673.07
1987,35,1959351.81,1924876.55,3884228.36,2061.34,5034.87,7096.21
1987,36,1872007.91,1826600.71,3698608.62,2179.36,4882.81,7062.17
1987,37,1854224.2,1803228.08,3657452.28,2187.36,5024.86,7212.22
1987,38,1762501.78,1707915.25,3470417.03,2269.37,5189.92,7459.29
1987,39,1974343.25,1929875.6,3904218.85,2487.4,5309.96,7797.36
1987,40,1740911.76,1687417.63,3428329.39,2614.42,5531.05,8145.47
1987,41,1444941.04,1396702.09,2841643.13,2871.47,5711.11,8582.58
1987,42,1459569.05,1413497.25,2873066.3,2601.43,4978.84,7580.27
1987,43,1501418.48,1443010.73,2944429.21,2752.45,5134.9,7887.35
1987,44,1480546.62,1436429.92,2916976.54,2999.49,5655.09,8654.58
1987,45,1327975.47,1279623.49,2607598.96,3245.53,6235.31,9480.84
1987,46,1248628.1,1196699.88,2445327.98,3357.55,6048.24,9405.79
1987,47,1233375.48,1177461.22,2410836.7,3648.59,6185.29,9833.88
1987,48,1155605.52,1102613.7,2258219.22,3658.6,6374.36,10032.96
1987,49,1206791.21,1157751.34,2364542.55,4179.68,6765.51,10945.19
1987,50,1160083.76,1095993.56,2256077.32,4321.7,7360.73,11682.43
1987,51,1114243.69,1052085.48,2166329.17,4591.75,7660.84,12252.59
1987,52,1091275.31,1027230.28,2118505.59,5097.83,8388.11,13485.94
1987,53,1082582.09,1014082.61,2096664.7,5593.91,9312.45,14906.36
1987,54,1117893.53,1036006.35,2153899.88,5868.95,9611.56,15480.51
1987,55,1126574.62,1030472.29,2157046.91,6513.07,10656.95,17170.02
1987,56,1156567.81,1059608.1,2216175.91,7286.19,11874.4,19160.59
1987,57,1180063.71,1078888.03,2258951.74,8011.3,12688.7,20700
1987,58,1135125.04,1024268.99,2159394.03,8945.45,14482.37,23427.82
1987,59,1194584.94,1065200.77,2259785.71,9419.54,15515.74,24935.28
1987,60,1179457.83,1022296.93,2201754.76,10794.76,17446.46,28241.22
1987,61,1162679.33,1009545.18,2172224.51,11629.9,18365.8,29995.7
1987,62,1158667.9,997668.22,2156336.12,12757.08,19937.38,32694.46
1987,63,1143349.53,986963.65,2130313.18,14025.29,21681.03,35706.32
1987,64,1168386.68,991586.8,2159973.48,15015.44,22780.44,37795.88
1987,65,1148674.27,965276.47,2113950.74,15937.6,24233.98,40171.58
1987,66,1089300.44,906651.14,1995951.58,17086.79,25705.52,42792.31
1987,67,1056814.64,863890.96,1920705.6,18127.95,26733.9,44861.85
1987,68,1006842.44,803632.73,1810475.17,19013.1,27677.25,46690.35
1987,69,1013373.42,785364.5,1798737.92,19422.17,27629.23,47051.4
1987,70,953097.58,725525.45,1678623.03,20664.36,28658.61,49322.97
1987,71,918132.65,684043.62,1602176.27,21293.48,29158.8,50452.28
1987,72,873534.08,633708.12,1507242.2,22859.73,30307.22,53166.95
1987,73,844297.25,601324.93,1445622.18,24383.98,31412.63,55796.61
1987,74,833328.68,575552.58,1408881.26,25888.22,32489.03,58377.25
1987,75,791532.81,535853.59,1327386.4,26924.39,32516.04,59440.43
1987,76,739270.79,484222.19,1223492.98,27555.5,31818.79,59374.29
1987,77,701990.87,441153.8,1143144.67,29052.74,31918.82,60971.56
1987,78,652047.01,396397.5,1048444.51,29610.83,31667.73,61278.56
1987,79,614232.36,357362.91,971595.27,30798.02,30799.41,61597.43
1987,80,546891.19,304728.95,851620.14,32164.25,30188.18,62352.43
1987,81,508586.64,272672.16,781258.8,32125.24,28576.58,60701.82
1987,82,459183.01,236577.71,695760.72,32789.35,27481.18,60270.53
1987,83,416305.49,205410.14,621715.63,33165.41,25700.52,58865.93
1987,84,379042.36,178374.17,557416.53,33057.39,24162.96,57220.35
1987,85,314536.56,141417.18,455953.74,32672.33,22456.32,55128.65
1987,86,313944.99,132853.22,446798.21,30749.02,19718.31,50467.33
1987,87,234477.07,96682.56,331159.63,31997.21,18417.83,50415.04
1987,88,221424.77,85144.76,306569.53,29732.85,16248.02,45980.87
1987,89,180163.53,67134.72,247298.25,26935.39,13605.04,40540.43
1987,90,158577.9,56445.03,215022.93,25708.19,12221.53,37929.72
1987,91,131730.62,45102.64,176833.26,23135.77,10357.83,33493.6
1987,92,104755.38,34607.76,139363.14,21533.52,9110.38,30643.9
1987,93,82339.61,25850.58,108190.19,18666.04,7480.77,26146.81
1987,94,65523.22,19693.84,85217.06,15762.57,5855.17,21617.74
1987,95,46731.75,13511.01,60242.76,13146.14,4655.73,17801.87
1987,96,35271.13,9828.54,45099.67,10495.71,3521.3,14017.01
1987,97,25604.34,6955.87,32560.21,7961.29,2532.93,10494.22
1987,98,17959.82,4634.23,22594.05,6128,1857.68,7985.68
1987,99,11143.26,2890.76,14034.02,4657.76,1284.48,5942.24
1987,100,7539.82,1824.71,9364.53,3179.52,867.32,4046.84
1987,101,4986.07,1192.81,6178.88,2083.34,522.19,2605.53
1987,102,3227.87,792.24,4020.11,1417.23,342.12,1759.35
1987,103,1904.02,445.9,2349.92,871.15,239.09,1110.24
1987,104,1141.73,243.01,1384.74,536.09,137.05,673.14
1987,105,713.54,149.55,863.09,332.06,72.02,404.08
1987,106,392.3,115.07,507.37,207.04,43.02,250.06
1987,107,207.78,75.85,283.63,129.02,22,151.02
1987,108,122.19,28.38,150.57,69.02,18,87.02
1987,109,72.32,19.34,91.66,30,8,38
1987,110,151.77,43.37,195.14,65,21,86
1988,0,1821704.18,1908273.27,3729977.45,17523.33,22597.7,40121.03
1988,1,1768425.78,1853196.48,3621622.26,1377.19,1581.37,2958.56
1988,2,1766688.84,1851782.26,3618471.1,774.1,1026.52,1800.62
1988,3,1741334.36,1823021.49,3564355.85,607.08,821.28,1428.36
1988,4,1752788.24,1836793.78,3589582.02,480.07,683.23,1163.3
1988,5,1766492.41,1851859.6,3618352.01,441.06,520.67,961.73
1988,6,1753313.49,1836046.58,3589360.07,383.06,498.67,881.73
1988,7,1743650.1,1825183.38,3568833.48,349.04,497.59,846.63
1988,8,1641082.39,1719292.75,3360375.14,324.04,497.75,821.79
1988,9,1687038.82,1771271.22,3458310.04,328.04,510.17,838.21
1988,10,1663094.28,1754336,3417430.28,308.04,434.15,742.19
1988,11,1599776.98,1680786.62,3280563.6,299.04,478.16,777.2
1988,12,1575979.31,1653065.73,3229045.04,322.54,557.19,879.73
1988,13,1583333.85,1660279.25,3243613.1,333.54,643.22,976.76
1988,14,1593300.97,1672752.07,3266053.04,427.06,803.27,1230.33
1988,15,1674224.59,1756812.53,3431037.12,623.08,1110.38,1733.46
1988,16,1796905.37,1896612.66,3693518.03,812.1,1732.59,2544.69
1988,17,1879091.39,1992209.76,3871301.15,883.11,2320.79,3203.9
1988,18,1832784.05,1911529.61,3744313.66,1008.14,3000.02,4008.16
1988,19,1900801.05,1956075.81,3856876.86,981.13,3113.06,4094.19
1988,20,1884481.43,1942133.7,3826615.13,965.13,2973.01,3938.14
1988,21,1892406.21,1954805.48,3847211.69,963.12,3051.41,4014.53
1988,22,1929448.38,1986181.97,3915630.35,951.13,3093.69,4044.82
1988,23,2013786.73,2059119.87,4072906.6,1055.14,3242.11,4297.25
1988,24,2109840.31,2150102.79,4259943.1,1093.15,3556.91,4650.06
1988,25,2136089.8,2166053.99,4302143.79,1283.17,3657.55,4940.72
1988,26,2172902.35,2186775.04,4359677.39,1305.17,3788.29,5093.46
1988,27,2194834.68,2206856.46,4401691.14,1410.19,4106.4,5516.59
1988,28,2081909.78,2083465.36,4165375.14,1448.2,4139.77,5587.97
1988,29,2280626.22,2288232.04,4568858.26,1559.21,4236.08,5795.29
1988,30,2240023.47,2233711.92,4473735.39,1651.22,4437.04,6088.26
1988,31,2151979.78,2134688.4,4286668.18,1797.24,4599.52,6396.76
1988,32,2108801.81,2087330.41,4196132.22,1876.25,5046.51,6922.76
1988,33,2067542.78,2028051.6,4095594.38,1945.26,5004.45,6949.71
1988,34,2077808.9,2058084.33,4135893.23,2113.28,5149.76,7263.04
1988,35,2008741.47,1977859.6,3986601.07,2101.28,5303.31,7404.59
1988,36,1926920.63,1884037.71,3810958.34,2154.29,5267.3,7421.59
1988,37,1889054.47,1841839,3730893.47,2237.3,5328.81,7566.11
1988,38,1763615.83,1712373.47,3475989.3,2286.31,5477.86,7764.17
1988,39,1921325.94,1880553.26,3801879.2,2340.32,5386.83,7727.15
1988,40,1939684.33,1884652.13,3824336.46,2730.36,5631.92,8362.28
1988,41,1699416.63,1644051.64,3343468.27,2800.38,5798.98,8599.36
1988,42,1445704.99,1404709.19,2850414.18,3161.42,6247.13,9408.55
1988,43,1456939.41,1400739.71,2857679.12,2841.38,5394.84,8236.22
1988,44,1533030.63,1489479.37,3022510,2940.39,5550.89,8491.28
1988,45,1457910.65,1408771.49,2866682.14,3156.42,6079.07,9235.49
1988,46,1310864.32,1259681.07,2570545.39,3684.49,6575.6,10260.09
1988,47,1262089.53,1205819.82,2467909.35,3708.5,6586.88,10295.38
1988,48,1166081.69,1111894.75,2277976.44,3628.48,6626.6,10255.08
1988,49,1245295.93,1196815.82,2442111.75,3964.53,6833,10797.53
1988,50,1189828.07,1128700.4,2318528.47,4419.59,7456.54,11876.13
1988,51,1118953.19,1057212.52,2176165.71,4684.63,7726.54,12411.17
1988,52,1109233.52,1043789.22,2153022.74,4926.66,8223.9,13150.56
1988,53,1098508.9,1031509.02,2130017.92,5404.72,8923.04,14327.76
1988,54,1097677.45,1023095.66,2120773.11,5868.78,9791.87,15660.65
1988,55,1088032.27,998937.29,2086969.56,6101.81,10222.96,16324.77
1988,56,1132473.78,1032552.82,2165026.6,6874.92,11375.88,18250.8
1988,57,1166437.44,1065600.13,2232037.57,7535.01,12312.76,19847.77
1988,58,1108771.2,1007872.02,2116643.22,8478.13,13670.5,22148.63
1988,59,1180850.56,1063410.97,2244261.53,9501.27,15417.87,24919.14
1988,60,1179729.41,1029960.53,2209689.94,10219.36,16236.46,26455.82
1988,61,1144417.5,995863.7,2140281.2,11253.5,17826.07,29079.57
1988,62,1144448.26,984850.27,2129298.53,12357.65,19429.51,31787.16
1988,63,1156297.53,998235.31,2154532.84,13171.75,20918.35,34090.1
1988,64,1166670.41,986468.48,2153138.89,14986,22260.52,37246.52
1988,65,1143557.41,954343.25,2097900.66,15774.93,23692.16,39467.09
1988,66,1122201.27,932890.35,2055091.62,16399.35,24406.32,40805.67
1988,67,1090546.69,896137.82,1986684.51,17943.39,26223.95,44167.34
1988,68,1012864.96,809952.48,1822817.44,19106.55,27494.37,46600.92
1988,69,1020921.85,794892.21,1815814.06,20042.16,28020.06,48062.22
1988,70,975467.23,747128.24,1722595.47,20353.21,28013.06,48366.27
1988,71,932435.95,698648.33,1631084.28,21362.68,29080.94,50443.62
1988,72,873532.42,636944.24,1510476.66,22774.2,29736.67,52510.87
1988,73,849468.44,607664.44,1457132.88,23854.71,29968.67,53823.38
1988,74,843356.31,583812.06,1427168.37,25269.84,31823.35,57093.19
1988,75,805692.5,547228.59,1352921.09,26778.07,31937.73,58715.8
1988,76,753059.99,496405.19,1249465.18,27921.72,31882.54,59804.26
1988,77,717432.44,453913.66,1171346.1,28456.29,31456.73,59913.02
1988,78,666841.52,407997.28,1074838.8,29856.22,31068.6,60924.82
1988,79,629721.57,366858.1,996579.67,31042.39,30738.48,61780.87
1988,80,566378.87,320217.72,886596.59,31198.16,29451.04,60649.2
1988,81,515974.43,276350.5,792324.93,32341.81,29034.52,61376.33
1988,82,477286.9,245368.47,722655.37,32684.35,27234.67,59919.02
1988,83,427644.65,211078.2,638722.85,33220.42,25767.29,58987.71
1988,84,384787.02,181511.52,566298.54,32972.39,24120.23,57092.62
1988,85,347786.82,156167.41,503954.23,32325.3,22004.98,54330.28
1988,86,284470.7,121625.07,406095.77,31510.2,20125.89,51636.09
1988,87,281870.71,113438.25,395308.96,29925.99,17714.05,47640.04
1988,88,206689.07,80725.03,287414.1,29910.36,16213.75,46124.11
1988,89,194305.65,70857.61,265163.26,27853.28,14156.07,42009.35
1988,90,155164.95,54665.84,209830.79,24508.81,11563.98,36072.79
1988,91,134775.71,45348.95,180124.66,23223.33,10089.94,33313.27
1988,92,109860.05,35637.65,145497.7,20618,8558.92,29176.92
1988,93,85790.83,26859.01,112649.84,18825.01,7273.99,26099
1988,94,65992.22,19550.37,85542.59,15830.61,5792.47,21623.08
1988,95,51610.94,14491.09,66102.03,13341.27,4537.54,17878.81
1988,96,35885.16,9708.79,45593.95,10897.45,3517.19,14414.64
1988,97,26455.27,6930.05,33385.32,8388.62,2549.87,10938.49
1988,98,18831.19,4834.18,23665.37,6119.82,1770.66,7890.48
1988,99,12994.74,3133.19,16127.93,4630.62,1387.93,6018.55
1988,100,7780.51,1906.23,9686.74,3415.95,913.81,4329.76
1988,101,5146.48,1181.3,6327.78,2164.79,570.19,2734.98
1988,102,3332.87,738.97,4071.84,1417.19,360.12,1777.31
1988,103,2077.39,481.31,2558.7,954.13,241.08,1195.21
1988,104,1180.73,278.62,1459.35,627.08,113.04,740.12
1988,105,719.39,152.35,871.74,379.05,67.02,446.07
1988,106,463.92,93.92,557.84,221.03,47.02,268.05
1988,107,242.26,67.76,310.02,168.02,24.01,192.03
1988,108,128.05,47.02,175.07,57.01,22.01,79.02
1988,109,75.87,19.62,95.49,27,15,42
1988,110,134.6,33.36,167.96,62.01,16.01,78.02
1989,0,1860348.6,1947269.48,3807618.08,16719.35,22086.42,38805.77
1989,1,1785754.62,1870737.99,3656492.61,1266.18,1549.52,2815.7
1989,2,1777983.64,1864665.58,3642649.22,712.1,1028.35,1740.45
1989,3,1774398.38,1858430.68,3632829.06,552.07,762.25,1314.32
1989,4,1764339.08,1848239.23,3612578.31,458.06,636.21,1094.27
1989,5,1753384.82,1839478.15,3592862.97,399.06,548.18,947.24
1989,6,1766660.64,1851407.05,3618067.69,366.06,495.16,861.22
1989,7,1763478.24,1846562.72,3610040.96,308.25,458.15,766.4
1989,8,1677880.06,1758455.68,3436335.74,270.83,448.15,718.98
1989,9,1747305.26,1833650.64,3580955.9,300.04,422.14,722.18
1989,10,1696888.16,1787768.44,3484656.6,290.04,419.14,709.18
1989,11,1641068.86,1724589.14,3365658,277.04,398.13,675.17
1989,12,1599573.99,1677401.56,3276975.55,297.04,482.17,779.21
1989,13,1589432.07,1665964.58,3255396.65,369.05,595.2,964.25
1989,14,1590481.03,1673780.46,3264261.49,447.06,869.29,1316.35
1989,15,1607572.61,1690172.17,3297744.78,582.08,1175.39,1757.47
1989,16,1677614.6,1771852.3,3449466.9,733.1,1768.59,2501.69
1989,17,1827357.56,1939895.67,3767253.23,851.12,2377.8,3228.92
1989,18,1874166.84,1963502.32,3837669.16,924.13,3059.03,3983.16
1989,19,1947701.93,2014388.42,3962090.35,951.14,3302.1,4253.24
1989,20,1890109.21,1957679.59,3847788.8,938.13,3242.09,4180.22
1989,21,1856024.08,1924643.32,3780667.4,946.14,3248.09,4194.23
1989,22,1855206,1918751.59,3773957.59,901.13,3221.08,4122.21
1989,23,1922967.56,1972874.41,3895841.97,997.14,3238.09,4235.23
1989,24,2056828.12,2100468.94,4157297.06,1037.14,3260.76,4297.9
1989,25,2101620.77,2136215.74,4237836.51,1162.16,3607.54,4769.7
1989,26,2134840.33,2150450.43,4285290.76,1291.18,3700.24,4991.42
1989,27,2186076.6,2201414.89,4387491.49,1398.2,3994.03,5392.23
1989,28,2087642.79,2089382.22,4177025.01,1380.19,4067.68,5447.87
1989,29,2278238.76,2283586.23,4561824.99,1542.22,4430.48,5972.7
1989,30,2240135.87,2230272.21,4470408.08,1710.24,4565.53,6275.77
1989,31,2188768.27,2173108.13,4361876.4,1723.24,4621.55,6344.79
1989,32,2158302.66,2136947.86,4295250.52,1809.26,4928.66,6737.92
1989,33,2103529.86,2064816.69,4168346.55,1948.27,5044.69,6992.96
1989,34,2127377.96,2110677.78,4238055.74,2072.29,5116.72,7189.01
1989,35,2064225.54,2032980.41,4097205.95,2128.29,5478.84,7607.13
1989,36,1974148.23,1935017.45,3909165.68,2251.82,5367.8,7619.62
1989,37,1945537.37,1901278.4,3846815.77,2257.81,5574.87,7832.68
1989,38,1791501.82,1743801.42,3535303.24,2416.34,5536.86,7953.2
1989,39,1936202.36,1899651.56,3835853.92,2435.34,5646.9,8082.24
1989,40,1880790.76,1830969.3,3711760.06,2608.37,5747.93,8356.3
1989,41,1897593.26,1839601.44,3737194.7,2770.39,5772.94,8543.33
1989,42,1699470.23,1652892.32,3352362.55,3082.44,6209.09,9291.53
1989,43,1441496.3,1390934.94,2832431.24,3242.45,6518.29,9760.74
1989,44,1490410.36,1450630.94,2941041.3,2918.4,5631.79,8550.19
1989,45,1510087.24,1460302.62,2970389.86,3179.45,5890.98,9070.43
1989,46,1432237.36,1380537.21,2812774.57,3547.5,6316.12,9863.62
1989,47,1324835.28,1268451.18,2593286.46,3972.55,6999.35,10971.9
1989,48,1195326.78,1138980.81,2334307.59,3971.56,6860.8,10832.36
1989,49,1263047.73,1214696.19,2477743.92,4085.57,7042.87,11128.44
1989,50,1222741.75,1163630.94,2386372.69,4476.62,7385.48,11862.1
1989,51,1147921.02,1087322.32,2235243.34,4639.65,7764.6,12404.25
1989,52,1113273.53,1048366.28,2161639.81,4994.7,8404.82,13399.52
1989,53,1117285.67,1047605.21,2164890.88,5319.75,8529.87,13849.62
1989,54,1113576.96,1041929.82,2155506.78,5767.81,9496.27,15264.08
1989,55,1067892.93,986102.43,2053995.36,6513.89,10442.43,16956.32
1989,56,1096537.75,1002785.11,2099322.86,6668.95,10740.6,17409.55
1989,57,1140776.86,1037497.92,2178274.78,7386.03,11887.49,19273.52
1989,58,1092287.13,992665.38,2084952.51,7934.12,13187.93,21122.05
1989,59,1158602.43,1052687.08,2211289.51,8843.07,14254.78,23097.85
1989,60,1164250.31,1023781.67,2188031.98,10291.93,15926.85,26218.78
1989,61,1144015.39,1003903.29,2147918.68,10737.18,16907.17,27644.35
1989,62,1131472.06,975819.86,2107291.92,12237.72,19271.48,31509.2
1989,63,1142096.17,985286.32,2127382.49,13188.85,20460.86,33649.71
1989,64,1180742.73,997783.1,2178525.83,14277,21584.25,35861.25
1989,65,1138955.78,946420.35,2085376.13,15856.22,23640.44,39496.66
1989,66,1119011.18,924112.27,2043123.45,16700.34,24393.07,41093.41
1989,67,1125463.05,923878.78,2049341.83,17663.97,25331.13,42995.1
1989,68,1042954.9,837651.34,1880606.24,18949.15,27003.07,45952.22
1989,69,1029493.54,803962.55,1833456.09,19808.78,28058.42,47867.2
1989,70,983147.9,756258.87,1739406.77,21111.95,28759.64,49871.59
1989,71,954660.97,720989.37,1675650.34,21291.99,28327.54,49619.53
1989,72,883905.41,648615.67,1532521.08,22486.65,29694.97,52181.62
1989,73,851856.1,614435.6,1466291.7,23364.77,30069.1,53433.87
1989,74,849093.43,590662.21,1439755.64,24666.35,30888.87,55555.22
1989,75,816161.2,556231.08,1372392.28,26355.8,31494.08,57849.88
1989,76,764588.61,506686.48,1271275.09,27796.89,32223.82,60020.71
1989,77,731926.77,466285.24,1198212.01,28932.55,32289.71,61222.26
1989,78,681287.06,420313.96,1101601.02,29481.63,30971.54,60453.17
1989,79,646137.9,378119.24,1024257.14,30688.3,30877.38,61565.68
1989,80,582822.95,327906.99,910729.94,31824.96,30241.16,62066.12
1989,81,534405.3,290730.29,825135.59,31846.96,29032.75,60879.71
1989,82,483462.73,248481.23,731943.96,33018.63,27832.34,60850.97
1989,83,444261.45,218718.21,662979.66,33039.59,26196.25,59235.84
1989,84,394638.92,186130.73,580769.65,33058.11,24208.77,57266.88
1989,85,351946.09,158304.44,510250.53,32774.64,22303.41,55078.05
1989,86,315793.19,134716.56,450509.75,32137,20687.95,52824.95
1989,87,253852.97,103042.92,356895.89,31233.07,18441.2,49674.27
1989,88,250033.76,95653.1,345686.86,28379.27,15949.36,44328.63
1989,89,179188.4,66154.26,245342.66,28483.52,14373.39,42856.91
1989,90,167474.18,57721,225195.18,26084.82,12361.53,38446.35
1989,91,130985.98,43403.42,174389.4,22385.36,9963.41,32348.77
1989,92,112271.61,35569.58,147841.19,20826.99,8565.38,29392.37
1989,93,89698.92,27307.28,117006.2,18600.1,7222.92,25823.02
1989,94,68482.22,20110.17,88592.39,16103.77,5897.98,22001.75
1989,95,51613.38,14287.32,65900.7,13532.62,4540.53,18073.15
1989,96,39529.44,10370.81,49900.25,10905.81,3499.18,14404.99
1989,97,26773.4,6693.68,33467.08,8636.2,2561.86,11198.06
1989,98,19366.55,4720.16,24086.71,6201.89,1865.63,8067.52
1989,99,13422.07,3266.15,16688.22,4778.13,1216.41,5994.54
1989,100,8983.37,2042.76,11026.13,3432.02,873.3,4305.32
1989,101,5193.67,1200.32,6393.99,2482.22,577.19,3059.41
1989,102,3372.75,747.82,4120.57,1552.34,350.11,1902.45
1989,103,2196.75,454.52,2651.27,895.13,225.07,1120.2
1989,104,1359.16,280.43,1639.59,604.08,157.05,761.13
1989,105,747.29,173.98,921.27,428.06,93.04,521.1
1989,106,437.5,97.26,534.76,221.03,54.02,275.05
1989,107,298.51,62.76,361.27,148.02,39.02,187.04
1989,108,142.71,49.63,192.34,83.02,19,102.02
1989,109,75.91,30.93,106.84,40,13,53
1989,110,132.52,28.22,160.74,77.01,23,100.01
1990,0,1916414.47,2006217.96,3922632.43,15913.05,21186.78,37099.83
1990,1,1827367.29,1914299.75,3741667.04,1349.17,1577.57,2926.74
1990,2,1796911.13,1884530.26,3681441.39,819.11,1029.38,1848.49
1990,3,1783964.85,1869039.41,3653004.26,600.08,812.3,1412.38
1990,4,1798579.88,1885404.75,3683984.63,434.05,635.23,1069.28
1990,5,1766912.39,1853454.27,3620366.66,385.04,578.21,963.25
1990,6,1754528.76,1839615.81,3594144.57,362.04,463.17,825.21
1990,7,1776238.77,1859924.43,3636163.2,290.54,418.16,708.7
1990,8,1700773.13,1782902.28,3483675.41,306.54,413.15,719.69
1990,9,1786297.76,1876341.01,3662638.77,301.04,426.16,727.2
